x,y,z
-0.206298,0.30354,0.588326
-0.117901,-0.317663,0.319472
-0.0496167,0.139291,0.326125
-0.223707,-0.457388,0.400039
-0.19031,0.152752,0.664711
-0.108772,0.208917,0.194424
-0.156799,0.395383,0.542759
-0.135974,-0.203838,0.321205
-0.206592,0.0689865,0.254056
-0.219826,-0.469257,0.345669
-0.149129,0.0640059,0.393758
-0.23736,0.110606,0.116807
-0.194346,0.415054,0.626456
-0.131926,0.174143,0.535452
-0.230113,0.0936916,0.184967
-0.149633,0.489052,0.62975
-0.220556,-0.460581,0.355253
-0.182576,0.342194,0.595444
-0.149532,0.113717,0.580219
-0.261301,0.262034,0.395776
-0.156631,0.235151,0.168178
-0.0796764,0.115622,0.417229
-0.0654321,0.100114,0.330271
-0.1391,-0.469056,0.343059
-0.0471142,0.162127,0.347478
-0.15834,0.137979,0.610248
-0.237019,0.105114,0.135948
-0.188269,0.512319,0.631656
-0.0570265,0.148545,0.275179
-0.0685876,0.146221,0.237496
-0.15792,0.159571,0.625617
-0.245393,-0.0852322,0.341197
-0.284905,0.0819059,0.326856
-0.13317,-0.395948,0.317772
-0.121057,0.277226,0.391443
-0.172647,0.245246,0.594083
-0.225026,0.264664,0.492016
-0.081178,0.144109,0.205711
-0.158209,0.0835212,0.531023
-0.0745089,0.187824,0.249317
-0.242828,-0.15254,0.318989
-0.0798433,0.145206,0.455991
-0.126861,0.267623,0.469878
-0.232614,-0.46766,0.399979
-0.0720166,0.220807,0.280532
-0.223132,-0.146721,0.325847
-0.0720024,0.162418,0.238019
-0.163477,0.170659,0.0849428
-0.130292,0.0380166,0.375353
-0.253023,0.26017,0.26353
-0.197416,0.410642,0.660757
-0.0898612,0.17118,0.201623
-0.104793,0.227059,0.498812
-0.225844,0.0982574,0.510272
-0.191086,0.0463187,0.324768
-0.20964,-0.461278,0.397912
-0.134165,-0.462209,0.411897
-0.172513,0.0790489,0.51121
-0.203107,0.13513,0.573709
-0.245634,-0.181103,0.317863
-0.203046,0.406016,0.646032
-0.13414,0.108796,0.100637
-0.21235,0.0814275,0.231288
-0.244752,0.0591417,0.286148
-0.145708,-0.46073,0.391994
-0.222668,0.283441,0.397288
-0.205027,0.397739,0.51671
-0.183305,0.508819,0.64824
-0.206821,0.491441,0.550629
-0.0861868,0.242647,0.276027
-0.0896944,0.258468,0.297182
-0.204097,0.235733,0.635077
-0.183358,0.127051,0.657052
-0.194931,0.491566,0.527836
-0.164199,0.0589907,0.385385
-0.210014,-0.467349,0.380556
-0.201452,0.410216,0.507885
-0.0811739,0.248591,0.301128
-0.222424,0.0906227,0.494367
-0.223626,0.0778697,0.43142
-0.171492,0.414945,0.689604
-0.157609,0.208457,0.621643
-0.19106,0.119077,0.0286426
-0.269857,0.246529,0.272934
-0.242415,-0.238805,0.332338
-0.159815,0.287284,0.274037
-0.155134,0.150116,0.646647
-0.154056,0.123856,0.60382
-0.245919,0.108673,0.204666
-0.0921687,0.144702,0.178859
-0.127372,-0.143289,0.319474
-0.266292,0.0764428,0.270969
-0.126608,0.158062,0.0926292
-0.135216,-0.433816,0.326585
-0.165495,0.275302,0.581167
-0.276737,0.137633,0.460767
-0.26411,0.17368,0.498988
-0.23782,0.206837,0.153286
-0.149692,0.0834402,0.491153
-0.246447,0.133257,0.107942
-0.198158,0.254955,0.637253
-0.105575,0.273938,0.303632
-0.183813,0.0767953,0.540917
-0.174838,0.13083,0.0296984
-0.201353,0.297982,0.336084
-0.160123,0.084125,0.583427
-0.213814,0.092805,0.534216
-0.223748,0.0100505,0.35184
-0.240538,0.0908255,0.454822
-0.148838,0.449191,0.623654
-0.195986,0.0810476,0.514424
-0.192545,0.484562,0.681689
-0.0498751,0.137285,0.339873
-0.17962,0.299122,0.307855
-0.211395,0.287292,0.278117
-0.125477,-0.0671174,0.350241
-0.239766,0.0529914,0.304792
-0.0928803,0.263155,0.353095
-0.125683,-0.308162,0.326814
-0.156767,0.29498,0.296779
-0.229837,-0.313775,0.32721
-0.11493,-0.100371,0.333812
-0.108519,-0.46196,0.414372
-0.178531,0.287843,0.437073
-0.248494,0.242522,0.221959
-0.121987,0.285968,0.324847
-0.252241,0.170968,0.140114
-0.175806,0.461778,0.694066
-0.22327,-0.122189,0.33546
-0.167918,0.493764,0.528411
-0.126719,-0.467511,0.433221
-0.102129,0.149179,0.504322
-0.173101,0.225717,0.602854
-0.197771,0.114177,0.0524418
-0.216588,0.0793739,0.465351
-0.243217,-0.11945,0.340091
-0.23518,-0.125545,0.319609
-0.15094,0.0595932,0.381477
-0.253632,0.156881,0.511971
-0.104192,0.161895,0.51036
-0.154341,0.190372,0.639107
-0.152297,0.0888971,0.559812
-0.211998,0.295977,0.328363
-0.166004,0.107784,0.0669239
-0.233157,-0.349006,0.327061
-0.207057,0.426008,0.659686
-0.233052,-0.346231,0.306388
-0.253173,0.154365,0.126353
-0.215431,0.121561,0.565516
-0.119986,-0.0194471,0.35674
-0.200953,0.272426,0.624852
-0.190509,0.473935,0.510162
-0.17781,0.124019,0.0116799
-0.103276,-0.463065,0.358979
-0.152454,0.102351,0.600214
-0.158131,-0.462959,0.380008
-0.0813518,0.221789,0.433345
-0.136896,0.197288,0.124379
-0.15331,0.147639,0.63337
-0.244638,-0.0537136,0.343137
-0.232984,0.280539,0.390332
-0.291266,0.138608,0.230558
-0.189974,0.411394,0.499083
-0.187624,0.37173,0.66379
-0.246345,-0.108721,0.335122
-0.140564,0.281081,0.430539
-0.108835,0.0404349,0.347875
-0.254821,0.265462,0.27691
-0.2151,0.0345846,0.357434
-0.209512,0.494033,0.588677
-0.193075,0.0523345,0.361714
-0.107475,0.18759,0.160328
-0.122107,-0.123188,0.340781
-0.18754,0.337426,0.681427
-0.0560316,0.192278,0.292342
-0.0601229,0.129613,0.284407
-0.126169,0.271867,0.260427
-0.123575,-0.468191,0.364499
-0.165572,0.265869,0.239397
-0.0829327,0.0819709,0.353599
-0.161845,0.0796341,0.213234
-0.207748,0.478708,0.562769
-0.145352,0.278562,0.263449
-0.20689,0.393737,0.535782
-0.0724319,0.111728,0.394041
-0.112419,0.164729,0.519578
-0.217003,0.0483599,0.311802
-0.127897,-0.170984,0.314825
-0.205972,0.414271,0.533278
-0.221621,-0.255676,0.316617
-0.164899,0.451398,0.552922
-0.293479,0.109231,0.27243
-0.222248,-0.411455,0.313013
-0.144646,0.233536,0.1812
-0.275793,0.0992495,0.257262
-0.0893837,0.253461,0.286308
-0.126508,-0.470277,0.339736
-0.298956,0.183491,0.271411
-0.317216,0.137597,0.366187
-0.273707,0.124664,0.222747
-0.110487,0.100424,0.46141
-0.254194,0.118936,0.183103
-0.219688,0.294527,0.341839
-0.161234,0.219941,0.137974
-0.247623,0.0245476,0.363983
-0.11793,-0.264686,0.328997
-0.205087,0.421691,0.623185
-0.157657,0.197575,0.649842
-0.118299,0.136268,0.521061
-0.110719,0.11385,0.188968
-0.253932,0.271248,0.289342
-0.173043,0.0608054,0.395548
-0.117239,-0.120286,0.325791
-0.240217,0.0187192,0.34551
-0.202321,0.172567,0.625622
-0.130239,0.258399,0.22451
-0.232895,-0.0983204,0.347854
-0.25637,-0.457554,0.367106
-0.100734,0.161331,0.155482
-0.155026,0.443466,0.615158
-0.152536,0.496384,0.604527
-0.115524,-0.231544,0.302105
-0.0746775,0.0890402,0.336396
-0.244701,0.282257,0.339237
-0.130195,0.0779706,0.422375
-0.161984,0.132204,0.0444517
-0.296831,0.226941,0.327982
-0.121086,0.198208,0.143833
-0.19719,0.281817,0.262496
-0.1706,0.37656,0.568217
-0.174795,0.51638,0.610214
-0.102641,0.0520395,0.359085
-0.213427,0.108868,0.576528
-0.162898,0.124799,0.647834
-0.279742,0.246549,0.293784
-0.188195,0.0773756,0.583357
-0.12951,0.289337,0.316396
-0.223587,-0.158183,0.323085
-0.159437,0.114038,0.0577906
-0.310363,0.150166,0.292321
-0.183814,0.106138,0.0739932
-0.22765,0.0216284,0.345561
-0.169674,0.0533854,0.367017
-0.122244,-0.422569,0.312864
-0.202878,0.44832,0.669507
-0.195232,0.370252,0.516101
-0.232092,-0.404803,0.326716
-0.130165,-0.0190775,0.344962
-0.292298,0.23107,0.380865
-0.130206,0.0448669,0.333641
-0.176025,0.260042,0.229996
-0.225215,0.052847,0.382566
-0.300426,0.110539,0.38512
-0.13353,0.0214462,0.351507
-0.219718,0.137105,0.551656
-0.239194,-0.379257,0.322667
-0.189956,0.0724214,0.246139
-0.194287,0.367538,0.684913
-0.116431,0.0912256,0.444778
-0.19587,0.451666,0.600465
-0.123841,0.183813,0.529121
-0.306555,0.138537,0.414036
-0.138614,0.0867588,0.483573
-0.154377,0.477515,0.58455
-0.19243,0.494353,0.67222
-0.187874,0.501221,0.53534
-0.320443,0.163717,0.365259
-0.111324,0.251314,0.480087
-0.118542,-0.289824,0.314508
-0.243677,0.0999573,0.475818
-0.238264,-0.110652,0.322843
-0.187507,0.354052,0.585859
-0.131828,0.102907,0.513322
-0.21355,0.428018,0.642611
-0.190126,0.198773,0.662075
-0.174322,0.18581,0.54896
-0.178848,0.232901,0.535556
-0.20689,0.492172,0.663043
-0.213385,0.0969838,0.563234
-0.232716,-0.187403,0.308646
-0.125663,0.131759,0.0894258
-0.216475,-0.433378,0.320601
-0.237835,-0.0898094,0.326694
-0.207213,0.143023,0.562144
-0.205893,0.250807,0.217138
-0.230346,0.035016,0.377322
-0.223896,0.209471,0.139583
-0.306295,0.182447,0.419632
-0.15418,0.491987,0.663036
-0.106088,0.273719,0.381818
-0.137336,-0.218014,0.326292
-0.126477,-0.459241,0.319282
-0.122623,-0.038824,0.354576
-0.154862,0.46664,0.610801
-0.185891,0.277345,0.25407
-0.181528,0.355694,0.661755
-0.141775,-0.467524,0.361191
-0.139917,0.244813,0.51777
-0.102903,0.181837,0.50888
-0.186393,0.51654,0.609086
-0.162499,0.38793,0.511037
-0.138888,0.264242,0.495585
-0.0516225,0.170616,0.292365
-0.0577458,0.114639,0.316177
-0.21646,0.277936,0.471344
-0.187869,0.516388,0.564741
-0.12821,0.233611,0.191476
-0.125306,-0.370913,0.312414
-0.20875,0.114753,0.613087
-0.202902,0.50917,0.590451
-0.204816,0.371059,0.555208
-0.150468,0.0880072,0.523291
-0.184712,0.295001,0.289574
-0.187752,0.285055,0.468967
-0.146129,0.0779929,0.464787
-0.1373,0.282611,0.40161
-0.0660466,0.123766,0.397494
-0.264667,0.0645349,0.333237
-0.172455,0.343515,0.68344
-0.117728,0.271108,0.407274
-0.155789,0.215042,0.639698
-0.198216,0.440446,0.544582
-0.216814,0.468021,0.632936
-0.217382,0.173892,0.54312
-0.197773,0.505798,0.653265
-0.104942,0.108582,0.467814
-0.245281,0.0408307,0.377879
-0.0914413,0.255929,0.382363
-0.167144,0.104052,0.634324
-0.0833753,0.0787042,0.320427
-0.0991646,0.125116,0.480352
-0.155159,0.0794731,0.233545
-0.152551,-0.463835,0.402204
-0.0489072,0.170843,0.36641
-0.11764,0.136137,0.099101
-0.0646593,0.109733,0.294586
-0.116625,-0.0768227,0.344818
-0.111626,0.203066,0.174506
-0.0679547,0.106117,0.368794
-0.284133,0.144003,0.209665
-0.195531,0.193601,0.616167
-0.13116,-0.0820879,0.333565
-0.16147,0.0476401,0.314669
-0.248682,-0.245885,0.309608
-0.11145,0.256034,0.247992
-0.143594,0.294566,0.322597
-0.301839,0.200656,0.291531
-0.204713,0.505191,0.643543
-0.155553,0.172658,0.648581
-0.185114,0.297952,0.351228
-0.0805986,0.165694,0.220823
-0.209949,0.115681,0.5893
-0.262733,0.0569522,0.351638
-0.201644,0.50912,0.571668
-0.151861,0.496768,0.652956
-0.136057,0.103122,0.112235
-0.219607,0.204946,0.536754
-0.196679,0.297737,0.30881
-0.101378,0.270424,0.368374
-0.206134,0.22971,0.625423
-0.225256,-0.468975,0.412567
-0.267925,0.114698,0.239117
-0.224074,-0.45992,0.366346
-0.255785,0.0586503,0.329118
-0.240531,-0.324096,0.31467
-0.164291,0.281086,0.261202
-0.11705,-0.140119,0.323039
-0.138872,0.205895,0.534519
-0.18272,0.0778106,0.183238
-0.164877,0.354181,0.580254
-0.178924,0.140688,0.0456148
-0.112695,0.0861576,0.253491
-0.0977448,-0.467237,0.375936
-0.24386,0.17549,0.122431
-0.19208,0.411526,0.687147
-0.158836,0.267775,0.59394
-0.231302,0.265883,0.48185
-0.186673,0.268336,0.241719
-0.260042,0.0593062,0.368531
-0.124751,0.226083,0.520028
-0.202974,0.133796,0.606149
-0.172777,0.149677,0.664837
-0.203734,0.204367,0.624546
-0.193555,0.0814879,0.168281
-0.103621,0.0767774,0.27376
-0.228152,-0.0595297,0.351135
-0.132657,0.0521944,0.379219
-0.0892741,0.138341,0.473761
-0.222907,0.0266075,0.366904
-0.151834,0.419602,0.649202
-0.247045,0.0718438,0.263482
-0.230826,-0.252989,0.334402
-0.233346,-0.21067,0.303984
-0.0533646,0.127303,0.314373
-0.172009,0.43999,0.605969
-0.169866,0.209503,0.543507
-0.0571656,0.181709,0.282749
-0.122419,-0.413322,0.320842
-0.10459,0.120896,0.200534
-0.118202,-0.205276,0.309153
-0.164663,0.512269,0.621666
-0.142302,0.0743021,0.426064
-0.23317,-0.431337,0.3089
-0.29188,0.0924238,0.292783
-0.185226,0.139305,0.581284
-0.158677,0.179376,0.625563
-0.301773,0.168554,0.266395
-0.148233,0.432651,0.633397
-0.131301,0.245749,0.510625
-0.293921,0.208753,0.280067
-0.127081,0.185238,0.118497
-0.184189,0.295686,0.369488
-0.125067,-0.058694,0.334534
-0.230191,0.0977191,0.151514
-0.117151,0.22436,0.196143
-0.123738,-0.447405,0.319504
-0.310157,0.192888,0.309198
-0.217705,-0.454983,0.319554
-0.157616,0.121675,0.638197
-0.175897,0.323783,0.652006
-0.182752,0.233058,0.598681
-0.157303,0.339576,0.550361
-0.227292,-0.369474,0.314471
-0.125062,0.0166602,0.345982
-0.217689,0.262823,0.500878
-0.202651,0.29294,0.376519
-0.215571,0.219206,0.145976
-0.21872,0.0694801,0.255809
-0.244151,0.00382305,0.349909
-0.192201,0.292286,0.622625
-0.175627,0.0781264,0.529572
-0.147936,0.284825,0.274276
-0.241459,0.191525,0.138195
-0.206211,0.145363,0.645953
-0.164121,0.101964,0.0922503
-0.181091,0.108189,0.0621118
-0.244586,-0.270341,0.327264
-0.206733,0.456066,0.538128
-0.0722043,0.0950761,0.354056
-0.245054,0.164616,0.113166
-0.220796,0.224094,0.158731
-0.19609,0.249743,0.596211
-0.161134,0.0791737,0.194717
-0.112738,-0.2581,0.3217
-0.187993,0.107228,0.640825
-0.142304,0.451383,0.642711
-0.127636,0.0958609,0.193001
-0.146905,0.0960283,0.553212
-0.200572,0.212338,0.540833
-0.100616,0.0622164,0.340046
-0.30927,0.171033,0.285128
-0.132602,-0.179165,0.325932
-0.194554,0.388171,0.682276
-0.141755,0.461908,0.639253
-0.190443,0.0840616,0.606572
-0.140257,0.0866357,0.195754
-0.230123,-0.0696509,0.331292
-0.101736,0.231543,0.487844
-0.0929886,0.164402,0.187012
-0.144923,0.245204,0.206217
-0.258976,0.271095,0.361874
-0.207848,0.475966,0.538223
-0.180541,0.403246,0.637729
-0.242315,-0.215698,0.336559
-0.153711,0.189491,0.543524
-0.270661,0.203947,0.227686
-0.152388,0.0740395,0.449698
-0.111503,0.127175,0.505696
-0.146857,0.222567,0.533717
-0.229763,0.279875,0.276634
-0.146832,0.049,0.329211
-0.237754,0.0546975,0.294076
-0.185255,0.266043,0.63963
-0.252947,0.143261,0.123715
-0.259285,0.197877,0.506699
-0.122695,-0.223154,0.335364
-0.271031,0.0752038,0.370568
-0.196031,0.273862,0.495452
-0.206405,0.23852,0.528409
-0.193011,0.404274,0.551351
-0.162973,0.0724004,0.45386
-0.259879,0.270228,0.306893
-0.138852,-0.460362,0.352641
-0.222996,-0.470708,0.330906
-0.0902701,0.113467,0.248624
-0.13757,-0.424128,0.321443
-0.124757,0.0829038,0.433577
-0.226864,0.272191,0.470748
-0.258743,0.125775,0.175822
-0.210662,0.444178,0.660018
-0.105645,0.158524,0.132736
-0.240409,0.0526173,0.316375
-0.242652,-0.466981,0.375467
-0.221829,0.0511051,0.298423
-0.171015,0.248993,0.525304
-0.0946498,0.117289,0.458047
-0.120452,-0.382188,0.317416
-0.174758,0.269677,0.579557
-0.117464,-0.169326,0.328802
-0.231806,0.288534,0.324932
-0.103997,0.201091,0.50865
-0.1282,0.279598,0.278646
-0.11003,0.274813,0.293675
-0.159349,0.376259,0.558099
-0.233776,0.258149,0.492853
-0.284601,0.127573,0.237156
-0.246791,0.180541,0.520763
-0.129902,-0.361577,0.316173
-0.159822,0.283542,0.460155
-0.210427,0.082939,0.219204
-0.185267,0.455062,0.499284
-0.309433,0.138775,0.294449
-0.223573,0.139783,0.0754782
-0.258883,-0.460294,0.386283
-0.153996,0.478573,0.571283
-0.177455,0.378003,0.658051
-0.233384,-0.469795,0.346503
-0.157663,0.23917,0.635439
-0.231251,0.184558,0.533007
-0.240777,0.271775,0.411478
-0.252171,0.0657094,0.277608
-0.154181,0.378518,0.537907
-0.227261,-0.307382,0.316521
-0.242806,0.237048,0.204703
-0.223654,0.214082,0.532483
-0.0531935,0.124454,0.336276
-0.0922819,0.0735231,0.363195
-0.157966,0.454338,0.676428
-0.27848,0.108991,0.253286
-0.25437,0.257754,0.424762
-0.267079,0.102974,0.434174
-0.202522,0.501152,0.552806
-0.182693,0.149175,0.60571
-0.180254,0.431238,0.698581
-0.0522451,0.191074,0.306529
-0.234595,0.227196,0.181099
-0.228249,-0.339098,0.324678
-0.213914,0.0725748,0.424124
-0.147795,0.047058,0.364409
-0.0919417,0.0858141,0.273792
-0.31494,0.149358,0.396829
-0.102006,0.133532,0.159288
-0.062754,0.105993,0.30773
-0.237131,-0.46116,0.340189
-0.220598,-0.467202,0.378338
-0.185191,0.355759,0.520388
-0.188522,0.346086,0.688939
-0.19044,0.287116,0.569932
-0.097833,0.157939,0.165329
-0.237346,-0.276136,0.308942
-0.199328,0.291596,0.282923
-0.123158,-0.223965,0.304022
-0.24043,-0.0387655,0.354664
-0.12136,0.155396,0.528295
-0.274359,0.0733205,0.355214
-0.171476,0.37666,0.666927
-0.170043,0.461595,0.503672
-0.238019,-0.0361945,0.337558
-0.18154,0.397404,0.705659
-0.225168,0.194907,0.535972
-0.117998,-0.461141,0.370442
-0.222163,0.0878297,0.18067
-0.214556,0.0850037,0.48965
-0.129857,-0.400828,0.308776
-0.226923,0.0677351,0.395241
-0.230048,0.199859,0.132649
-0.107073,0.0958972,0.436184
-0.276929,0.0896166,0.267382
-0.218716,0.158728,0.546199
-0.20633,0.0984038,0.604802
-0.215408,0.224188,0.532581
-0.208973,0.203284,0.540798
-0.188021,0.362383,0.704366
-0.0583353,0.112592,0.32669
-0.195264,0.317334,0.553791
-0.0644855,0.204703,0.282396
-0.135016,-0.230667,0.319511
-0.175172,0.261155,0.641805
-0.22935,0.23226,0.520466
-0.13267,-0.45772,0.402281
-0.265814,0.245574,0.422537
-0.12958,0.0732822,0.404593
-0.235916,0.250125,0.501926
-0.229165,0.111714,0.527106
-0.0751092,0.0871102,0.314028
-0.182135,0.050302,0.296456
-0.154345,0.473237,0.530695
-0.163835,0.465774,0.586096
-0.247484,0.141266,0.51586
-0.177715,0.202018,0.663042
-0.198134,0.24352,0.642212
-0.131545,0.0752368,0.256137
-0.157068,0.134441,0.573505
-0.170083,0.295512,0.565435
-0.239999,-0.361121,0.322379
-0.232549,-0.458589,0.318326
-0.167589,0.394522,0.676852
-0.244225,-0.0305627,0.347375
-0.119438,0.0932386,0.466865
-0.275219,0.211362,0.244492
-0.292671,0.095575,0.362948
-0.204154,0.0814772,0.176722
-0.105069,0.257946,0.264297
-0.230741,-0.46734,0.436797
-0.159898,0.462739,0.512877
-0.19322,0.463055,0.570596
-0.206098,0.283673,0.602456
-0.122066,0.175016,0.112768
-0.184913,0.186789,0.548777
-0.175131,0.250395,0.646604
-0.122685,-0.101988,0.344793
-0.250826,0.111076,0.220001
-0.243139,-0.289165,0.316442
-0.138023,0.0806833,0.243176
-0.0810939,0.0944609,0.278993
-0.195751,0.0796669,0.541141
-0.136453,-0.45428,0.330648
-0.16059,0.466922,0.565837
-0.216025,0.26997,0.490152
-0.237511,0.220234,0.521271
-0.187986,0.336432,0.661825
-0.12075,0.119887,0.514289
-0.128468,0.0904372,0.478188
-0.21521,0.265872,0.237001
-0.293125,0.171497,0.447829
-0.0974923,-0.466674,0.393847
-0.237842,-0.146422,0.338127
-0.239649,0.162027,0.103174
-0.133101,0.201806,0.133132
-0.0545255,0.129555,0.364065
-0.133652,0.255307,0.502422
-0.225094,0.0134591,0.362265
-0.226852,-0.00169052,0.346679
-0.12152,0.271705,0.423
-0.222757,0.232056,0.180489
-0.253385,0.109503,0.475454
-0.104778,0.242203,0.481655
-0.151252,0.176611,0.0933395
-0.188171,0.111736,0.041145
-0.130362,0.212898,0.152346
-0.236046,-0.467886,0.365925
-0.320219,0.159337,0.375245
-0.180246,0.411479,0.55251
-0.17106,0.0789194,0.177404
-0.204842,0.183273,0.629912
-0.153088,0.127099,0.628914
-0.297469,0.127636,0.268877
-0.181577,0.43395,0.610373
-0.217948,0.0712641,0.414522
-0.170377,0.135008,0.0388064
-0.204995,0.259079,0.623143
-0.1007,0.06495,0.328062
-0.206319,0.43165,0.619635
-0.0652423,0.149415,0.246908
-0.120951,-0.466932,0.331061
-0.144306,-0.459812,0.368322
-0.223701,-0.391637,0.318158
-0.119995,0.0974965,0.229621
-0.118526,0.282985,0.367141
-0.15192,0.499389,0.629374
-0.238948,0.240779,0.507691
-0.151285,0.485001,0.608418
-0.225567,-0.0845145,0.345048
-0.160619,0.440135,0.505421
-0.133352,-0.193558,0.315822
-0.132347,-0.274738,0.318184
-0.245897,0.257702,0.236615
-0.128518,-0.0528394,0.35103
-0.167406,0.464219,0.573745
-0.124097,0.0996568,0.491323
-0.214025,-0.461193,0.34218
-0.177712,0.33383,0.681516
-0.110589,0.030064,0.354261
-0.206526,0.190414,0.544058
-0.129239,-0.328459,0.315958
-0.139673,0.0673178,0.397141
-0.197666,0.466181,0.687216
-0.190631,0.0696021,0.439295
-0.171434,0.506446,0.654879
-0.243156,-0.0199416,0.354602
-0.251049,0.262486,0.416096
-0.136451,0.286635,0.377779
-0.194706,0.242173,0.192037
-0.232094,0.287665,0.308228
-0.12086,0.260538,0.47809
-0.191688,0.128616,0.033675
-0.285619,0.237841,0.294109
-0.230407,-0.0355411,0.356282
-0.224918,-0.444221,0.331022
-0.172871,0.0567187,0.380117
-0.178362,0.334638,0.654529
-0.159802,0.461115,0.556014
-0.11651,-0.0555932,0.340197
-0.0771561,0.087677,0.347111
-0.164779,0.435638,0.6862
-0.166741,0.0783528,0.203428
-0.103787,0.263678,0.39769
-0.234951,-0.230924,0.302036
-0.206717,0.333225,0.567681
